Account ID,AC,Active?,Preparer Duration
4017-XXXX-Equity-XXXX-XXXXX-XXXX-XXXX-XXXX,Equity,Yes,14
4017-XXXX-INCOME TAX PAYABLE : SEGMENT ADJUSTMENT-XXXX-XXXXX-XXXX-XXXX-XXXX,INCOME TAX PAYABLE : SEGMENT ADJUSTMENT,Yes,14
4017-XXXX-INTERCOMPANY ACCOUNTS PAYABLE : INVOICING-XXXX-XXXXX-XXXX-XXXX-XXXX,INTERCOMPANY ACCOUNTS PAYABLE : INVOICING,Yes,14
4017-XXXX-INTERCOMPANY ACCOUNTS PAYABLE : LEGACY-XXXX-XXXXX-XXXX-XXXX-XXXX,INTERCOMPANY ACCOUNTS PAYABLE : LEGACY,Yes,8
4017-XXXX-INTERCOMPANY ACCOUNTS PAYABLE-XXXX-XXXXX-XXXX-XXXX-XXXX,INTERCOMPANY ACCOUNTS PAYABLE,Yes,14
4017-XXXX-INTERCOMPANY ACCOUNTS RECEIVABLE : CLEARING-XXXX-XXXXX-XXXX-XXXX-XXXX,INTERCOMPANY ACCOUNTS RECEIVABLE : CLEARING,Yes,14
4017-XXXX-INTERCOMPANY ACCOUNTS RECEIVABLE : INTERCOMPANY BILLINGS : SUSPENSE-XXXX-XXXXX-XXXX-XXXX-XXXX,INTERCOMPANY ACCOUNTS RECEIVABLE : INTERCOMPANY BILLINGS : SUSPENSE,Yes,14
4017-XXXX-INTERCOMPANY ACCOUNTS RECEIVABLE : INVOICING-XXXX-XXXXX-XXXX-XXXX-XXXX,INTERCOMPANY ACCOUNTS RECEIVABLE : INVOICING,Yes,14
4017-XXXX-INTERCOMPANY ACCOUNTS RECEIVABLE : LEGACY-XXXX-XXXXX-XXXX-XXXX-XXXX,INTERCOMPANY ACCOUNTS RECEIVABLE : LEGACY,Yes,8
4017-XXXX-INTERCOMPANY ACCOUNTS RECEIVABLE : SHORT TERM SUBORDINATED LOAN-XXXX-XXXXX-XXXX-XXXX-XXXX,INTERCOMPANY ACCOUNTS RECEIVABLE : SHORT TERM SUBORDINATED LOAN,Yes,14
4017-XXXX-INTERCOMPANY ACCOUNTS RECEIVABLE-XXXX-XXXXX-XXXX-XXXX-XXXX,INTERCOMPANY ACCOUNTS RECEIVABLE,Yes,14
4017-XXXX-INVENTORY : ADJUSTMENTS-XXXX-XXXXX-XXXX-XXXX-XXXX,INVENTORY : ADJUSTMENTS,Yes,14
4017-XXXX-INVENTORY : DIRECT SHIP FINISHED GOODS-XXXX-XXXXX-XXXX-XXXX-XXXX,INVENTORY : DIRECT SHIP FINISHED GOODS,No,8
4017-XXXX-INVENTORY : FREIGHT CLAIMS-XXXX-XXXXX-XXXX-XXXX-XXXX,INVENTORY : FREIGHT CLAIMS,Yes,14
4017-XXXX-INVENTORY : INTRANSIT LINE CHARGES-XXXX-XXXXX-XXXX-XXXX-XXXX,INVENTORY : INTRANSIT LINE CHARGES,Yes,14
4017-XXXX-INVENTORY : INTRANSIT MARKUP-XXXX-XXXXX-XXXX-XXXX-XXXX,INVENTORY : INTRANSIT MARKUP,Yes,14
4017-XXXX-INVENTORY : INTRANSIT STOCK FINISHED GOODS OFF SYSTEM-XXXX-XXXXX-XXXX-XXXX-XXXX,INVENTORY : INTRANSIT STOCK FINISHED GOODS OFF SYSTEM,Yes,14
4017-XXXX-INVENTORY : INTRANSIT STOCK FINISHED GOODS-XXXX-XXXXX-XXXX-XXXX-XXXX,INVENTORY : INTRANSIT STOCK FINISHED GOODS,Yes,14
4017-XXXX-INVENTORY : INTRANSIT UNVOUCHERED-XXXX-XXXXX-XXXX-XXXX-XXXX,INVENTORY : INTRANSIT UNVOUCHERED,Yes,14
4017-XXXX-INVENTORY : INVENTORY INTRACOMPANY INTRANSIT-XXXX-XXXXX-XXXX-XXXX-XXXX,INVENTORY : INVENTORY INTRACOMPANY INTRANSIT,Yes,14
4017-XXXX-INVENTORY : KAVA-XXXX-XXXXX-XXXX-XXXX-XXXX,INVENTORY : KAVA,Yes,14
4017-XXXX-INVENTORY : RETURNED FINISHED GOODS-XXXX-XXXXX-XXXX-XXXX-XXXX,INVENTORY : RETURNED FINISHED GOODS,Yes,14
4017-XXXX-INVENTORY : STOCK FINISHED GOODS-XXXX-XXXXX-XXXX-XXXX-XXXX,INVENTORY : STOCK FINISHED GOODS,No,8
4017-XXXX-INVENTORY : WORK IN PROCESS-XXXX-XXXXX-XXXX-XXXX-XXXX,INVENTORY : WORK IN PROCESS,Yes,14
4017-XXXX-NONCURRENT DEFERRED INCOME TAX : LIABILITY-XXXX-XXXXX-XXXX-XXXX-XXXX,NONCURRENT DEFERRED INCOME TAX : LIABILITY,Yes,14
4017-XXXX-OTHER ACCOUNTS RECEIVABLE : SUPPLIER PRICE AGREEMENT-XXXX-XXXXX-XXXX-XXXX-XXXX,OTHER ACCOUNTS RECEIVABLE : SUPPLIER PRICE AGREEMENT,Yes,14
4017-XXXX-OTHER CURRENT LIABILITIES : CASH CLEARING-XXXX-XXXXX-XXXX-XXXX-XXXX,OTHER CURRENT LIABILITIES : CASH CLEARING,Yes,14
4017-XXXX-OTHER CURRENT LIABILITIES : FOREIGN INCOME TAX-XXXX-XXXXX-XXXX-XXXX-XXXX,OTHER CURRENT LIABILITIES : FOREIGN INCOME TAX,Yes,14
4017-XXXX-OTHER CURRENT LIABILITIES : FREIGHT : SEGMENT ALLOCATION-XXXX-XXXXX-XXXX-XXXX-XXXX,OTHER CURRENT LIABILITIES : FREIGHT : SEGMENT ALLOCATION,Yes,14
4017-XXXX-OTHER CURRENT LIABILITIES : GENERAL LIABILITY INSURANCE-XXXX-XXXXX-XXXX-XXXX-XXXX,OTHER CURRENT LIABILITIES : GENERAL LIABILITY INSURANCE,Yes,14
4017-XXXX-OTHER CURRENT LIABILITIES : IC ACCRUAL OFFSET-XXXX-XXXXX-XXXX-XXXX-XXXX,OTHER CURRENT LIABILITIES : IC ACCRUAL OFFSET,Yes,14
4017-XXXX-OTHER CURRENT LIABILITIES : LEGACY SYSTEM BALANCING-XXXX-XXXXX-XXXX-XXXX-XXXX,OTHER CURRENT LIABILITIES : LEGACY SYSTEM BALANCING,Yes,14
4017-XXXX-OTHER CURRENT LIABILITIES : LOCAL SALES/PURCHASE TAX-XXXX-XXXXX-XXXX-XXXX-XXXX,OTHER CURRENT LIABILITIES : LOCAL SALES/PURCHASE TAX,Yes,14
4017-XXXX-OTHER CURRENT LIABILITIES : ORACLE ENTERED CURRENCY BALANCING ACCOUNT-XXXX-XXXXX-XXXX-XXXX-XXXX,OTHER CURRENT LIABILITIES : ORACLE ENTERED CURRENCY BALANCING ACCOUNT,Yes,14
4017-XXXX-OTHER CURRENT LIABILITIES : OTHER-XXXX-XXXXX-XXXX-XXXX-XXXX,OTHER CURRENT LIABILITIES : OTHER,Yes,14
4017-XXXX-OTHER CURRENT LIABILITIES : PROFESSIONAL AND LEGAL FEES-XXXX-XXXXX-XXXX-XXXX-XXXX,OTHER CURRENT LIABILITIES : PROFESSIONAL AND LEGAL FEES,Yes,14
4017-XXXX-OTHER CURRENT LIABILITIES : RENT/OL : BLDG AND IMPR-XXXX-XXXXX-XXXX-XXXX-XXXX,OTHER CURRENT LIABILITIES : RENT/OL : BLDG AND IMPR,Yes,14
4017-XXXX-OTHER CURRENT LIABILITIES : WAREHOUSE SUPPLIES-XXXX-XXXXX-XXXX-XXXX-XXXX,OTHER CURRENT LIABILITIES : WAREHOUSE SUPPLIES,Yes,14
4017-XXXX-OTHER CURRENT LIABILITIES : WITHHOLDING TAX-XXXX-XXXXX-XXXX-XXXX-XXXX,OTHER CURRENT LIABILITIES : WITHHOLDING TAX,Yes,14
4017-XXXX-OTHER NONCURRENT ASSETS : BUILDING DEPOSITS-XXXX-XXXXX-XXXX-XXXX-XXXX,OTHER NONCURRENT ASSETS : BUILDING DEPOSITS,Yes,14
4017-XXXX-PREPAID ASSETS : INSURANCE-XXXX-XXXXX-XXXX-XXXX-XXXX,PREPAID ASSETS : INSURANCE,Yes,14
4017-XXXX-PREPAID ASSETS : RENT/OPERATING LEASE-XXXX-XXXXX-XXXX-XXXX-XXXX,PREPAID ASSETS : RENT/OPERATING LEASE,Yes,14
4017-XXXX-VAT-XXXX-XXXXX-XXXX-XXXX-XXXX,VAT,Yes,14
4018-1100-213001-ALL-ALL-ALL-ALL-ALL,213001,Yes,14
4018-1100-213002-ALL-ALL-ALL-ALL-ALL,213002,Yes,14
4018-1100-213006-ALL-ALL-ALL-ALL-ALL,213006,Yes,14
4018-1100-218012-ALL-ALL-ALL-ALL-ALL,218012,Yes,14
4018-1100-ALLOWANCE FOR DOUBTFUL ACCOUNTS : TRADE-XXXX-XXXXX-XXXX-XXXX-XXXX,ALLOWANCE FOR DOUBTFUL ACCOUNTS : TRADE,Yes,14
4018-1100-INVENTORY RESERVE-XXXX-XXXXX-XXXX-XXXX-XXXX,INVENTORY RESERVE,Yes,14
4018-1100-OTHER CURRENT LIABILITIES : DEFERRED REVENUE-XXXX-XXXXX-XXXX-XXXX-XXXX,OTHER CURRENT LIABILITIES : DEFERRED REVENUE,Yes,14
4018-1113-213001-ALL-ALL-ALL-ALL-ALL,213001,Yes,14
4018-1113-213002-ALL-ALL-ALL-ALL-ALL,213002,Yes,14
4018-1113-213004-ALL-ALL-ALL-ALL-ALL,213004,Yes,14
4018-1113-213006-ALL-ALL-ALL-ALL-ALL,213006,Yes,14
4018-1113-213079-ALL-ALL-ALL-ALL-ALL,213079,Yes,14
4018-1113-218012-ALL-ALL-ALL-ALL-ALL,218012,Yes,14
4018-1113-ALLOWANCE FOR DOUBTFUL ACCOUNTS : TRADE-XXXX-XXXXX-XXXX-XXXX-XXXX,ALLOWANCE FOR DOUBTFUL ACCOUNTS : TRADE,Yes,14
4018-1113-INVENTORY RESERVE-XXXX-XXXXX-XXXX-XXXX-XXXX,INVENTORY RESERVE,Yes,14
4018-1113-OTHER ACCOUNTS RECEIVABLE : SUPPLIER VOLUME REBATES-XXXX-XXXXX-XXXX-XXXX-XXXX,OTHER ACCOUNTS RECEIVABLE : SUPPLIER VOLUME REBATES,Yes,14
4018-1113-OTHER CURRENT LIABILITIES : DEFERRED REVENUE-XXXX-XXXXX-XXXX-XXXX-XXXX,OTHER CURRENT LIABILITIES : DEFERRED REVENUE,Yes,14
4018-2160-213001-ALL-ALL-ALL-ALL-ALL,213001,Yes,14
4018-2160-213002-ALL-ALL-ALL-ALL-ALL,213002,Yes,14
4018-2160-213004-ALL-ALL-ALL-ALL-ALL,213004,Yes,14
4018-2160-213006-ALL-ALL-ALL-ALL-ALL,213006,Yes,14
4018-2160-213079-ALL-ALL-ALL-ALL-ALL,213079,Yes,14
4018-2160-ALLOWANCE FOR DOUBTFUL ACCOUNTS : TRADE-XXXX-XXXXX-XXXX-XXXX-XXXX,ALLOWANCE FOR DOUBTFUL ACCOUNTS : TRADE,Yes,14
4018-2160-INVENTORY RESERVE-XXXX-XXXXX-XXXX-XXXX-XXXX,INVENTORY RESERVE,Yes,14
4018-4120-213001-ALL-ALL-ALL-ALL-ALL,213001,Yes,14
4018-4120-213002-ALL-ALL-ALL-ALL-ALL,213002,Yes,14
4018-4120-213004-ALL-ALL-ALL-ALL-ALL,213004,Yes,14
4018-4140-213001-ALL-ALL-ALL-ALL-ALL,213001,Yes,14
4018-4140-213002-ALL-ALL-ALL-ALL-ALL,213002,Yes,14
4018-4140-213004-ALL-ALL-ALL-ALL-ALL,213004,Yes,14
4018-XXXX-ACCOUNTS PAYABLE : AP DEBITS TRANSFER TO AR : AP-XXXX-XXXXX-XXXX-XXXX-XXXX,ACCOUNTS PAYABLE : AP DEBITS TRANSFER TO AR : AP,Yes,14
4018-XXXX-ACCOUNTS PAYABLE : AR CREDITS TRANSFER TO AP : AP-XXXX-XXXXX-XXXX-XXXX-XXXX,ACCOUNTS PAYABLE : AR CREDITS TRANSFER TO AP : AP,Yes,14
4018-XXXX-ACCOUNTS PAYABLE : CURRENCY REVALUATION-XXXX-XXXXX-XXXX-XXXX-XXXX,ACCOUNTS PAYABLE : CURRENCY REVALUATION,Yes,14
4018-XXXX-ACCOUNTS PAYABLE : EQUIPMENT LEASE CLEARING-XXXX-XXXXX-XXXX-XXXX-XXXX,ACCOUNTS PAYABLE : EQUIPMENT LEASE CLEARING,Yes,14
4018-XXXX-ACCOUNTS PAYABLE : OFFSETS-XXXX-XXXXX-XXXX-XXXX-XXXX,ACCOUNTS PAYABLE : OFFSETS,Yes,14
4018-XXXX-ACCOUNTS PAYABLE : PROPERTY LEASE CLEARING-XXXX-XXXXX-XXXX-XXXX-XXXX,ACCOUNTS PAYABLE : PROPERTY LEASE CLEARING,Yes,14
4018-XXXX-ACCOUNTS PAYABLE : SEGMENT ALLOCATION-XXXX-XXXXX-XXXX-XXXX-XXXX,ACCOUNTS PAYABLE : SEGMENT ALLOCATION,Yes,14
4018-XXXX-ACCOUNTS PAYABLE : SUPPLIES AND FIXED ASSET-XXXX-XXXXX-XXXX-XXXX-XXXX,ACCOUNTS PAYABLE : SUPPLIES AND FIXED ASSET,Yes,14
4018-XXXX-ACCOUNTS PAYABLE : TRADE A/P W/ DEBIT BALANCES-XXXX-XXXXX-XXXX-XXXX-XXXX,ACCOUNTS PAYABLE : TRADE A/P W/ DEBIT BALANCES,Yes,14
4018-XXXX-ACCOUNTS PAYABLE : TRADE-XXXX-XXXXX-XXXX-XXXX-XXXX,ACCOUNTS PAYABLE : TRADE,Yes,8
4018-XXXX-ACCOUNTS PAYABLE : UNVOUCHERED DIRECT SHIP MATERIAL-XXXX-XXXXX-XXXX-XXXX-XXXX,ACCOUNTS PAYABLE : UNVOUCHERED DIRECT SHIP MATERIAL,Yes,14
4018-XXXX-ACCOUNTS PAYABLE : UNVOUCHERED DUTIES / CUSTOMS-XXXX-XXXXX-XXXX-XXXX-XXXX,ACCOUNTS PAYABLE : UNVOUCHERED DUTIES / CUSTOMS,No,14
4018-XXXX-ACCOUNTS PAYABLE : UNVOUCHERED FREIGHT/BROKERAGE-XXXX-XXXXX-XXXX-XXXX-XXXX,ACCOUNTS PAYABLE : UNVOUCHERED FREIGHT/BROKERAGE,No,14
4018-XXXX-ACCOUNTS PAYABLE : UNVOUCHERED PPV/AP VAR-XXXX-XXXXX-XXXX-XXXX-XXXX,ACCOUNTS PAYABLE : UNVOUCHERED PPV/AP VAR,Yes,14
4018-XXXX-ACCOUNTS PAYABLE : UNVOUCHERED RETURNS-XXXX-XXXXX-XXXX-XXXX-XXXX,ACCOUNTS PAYABLE : UNVOUCHERED RETURNS,Yes,14
4018-XXXX-ACCOUNTS PAYABLE : UNVOUCHERED TRADE MATERIALS-XXXX-XXXXX-XXXX-XXXX-XXXX,ACCOUNTS PAYABLE : UNVOUCHERED TRADE MATERIALS,Yes,14
4018-XXXX-ACCOUNTS PAYABLE : VOUCHERS PAYABLE : A/P SYSTEMS-XXXX-XXXXX-XXXX-XXXX-XXXX,ACCOUNTS PAYABLE : VOUCHERS PAYABLE : A/P SYSTEMS,Yes,14
4018-XXXX-ACCOUNTS RECEIVABLE : AP DEBITS TRANSFER TO AR-XXXX-XXXXX-XXXX-XXXX-XXXX,ACCOUNTS RECEIVABLE : AP DEBITS TRANSFER TO AR,Yes,14
4018-XXXX-ACCOUNTS RECEIVABLE : AR CREDITS TRANSFER TO AP-XXXX-XXXXX-XXXX-XXXX-XXXX,ACCOUNTS RECEIVABLE : AR CREDITS TRANSFER TO AP,Yes,14
4018-XXXX-ACCOUNTS RECEIVABLE : RESERVE : FUTURE CUST CREDITS-XXXX-XXXXX-XXXX-XXXX-XXXX,ACCOUNTS RECEIVABLE : RESERVE : FUTURE CUST CREDITS,Yes,14
4018-XXXX-ACCOUNTS RECEIVABLE : SEGMENT ALLOCATION-XXXX-XXXXX-XXXX-XXXX-XXXX,ACCOUNTS RECEIVABLE : SEGMENT ALLOCATION,Yes,14
4018-XXXX-ACCOUNTS RECEIVABLE : TRADE AR CURRENCY REVALUATION-XXXX-XXXXX-XXXX-XXXX-XXXX,ACCOUNTS RECEIVABLE : TRADE AR CURRENCY REVALUATION,Yes,14
4018-XXXX-ACCOUNTS RECEIVABLE : TRADE-XXXX-XXXXX-XXXX-XXXX-XXXX,ACCOUNTS RECEIVABLE : TRADE,Yes,8
4018-XXXX-ACCOUNTS RECEIVABLE : UNAPPLIED CASH : A/R OFFSET-XXXX-XXXXX-XXXX-XXXX-XXXX,ACCOUNTS RECEIVABLE : UNAPPLIED CASH : A/R OFFSET,Yes,14
4018-XXXX-ACCRUED PAYROLL & BENEFITS : IBNR-XXXX-XXXXX-XXXX-XXXX-XXXX,ACCRUED PAYROLL & BENEFITS : IBNR,Yes,14
4018-XXXX-ACCRUED PAYROLL & BENEFITS : SALARIED EMPLOYEE SEGMENT ALLOCATION-XXXX-XXXXX-XXXX-XXXX-XXXX,ACCRUED PAYROLL & BENEFITS : SALARIED EMPLOYEE SEGMENT ALLOCATION,Yes,14
4018-XXXX-ACCRUED PAYROLL & BENEFITS : TRAVEL AND ENTERTAINMENT-XXXX-XXXXX-XXXX-XXXX-XXXX,ACCRUED PAYROLL & BENEFITS : TRAVEL AND ENTERTAINMENT,Yes,14
4018-XXXX-ACCRUED PAYROLL & BENEFITS : UNEMPLOYMENT TAXES-XXXX-XXXXX-XXXX-XXXX-XXXX,ACCRUED PAYROLL & BENEFITS : UNEMPLOYMENT TAXES,Yes,14
4018-XXXX-ACCRUED PAYROLL & BENEFITS : VACATION PAY-XXXX-XXXXX-XXXX-XXXX-XXXX,ACCRUED PAYROLL & BENEFITS : VACATION PAY,Yes,14
4018-XXXX-CASH : 510:BBMB 12460000199059 CURMYR-XXXX-XXXXX-XXXX-XXXX-XXXX,CASH : 510:BBMB 12460000199059 CURMYR,Yes,8
4018-XXXX-CASH : 510:BOA 620926185031 CUR MYR-XXXX-XXXXX-XXXX-XXXX-XXXX,CASH : 510:BOA 620926185031 CUR MYR,Yes,8
4018-XXXX-CASH : 510:BOA:620926185049:USD-XXXX-XXXXX-XXXX-XXXX-XXXX,CASH : 510:BOA:620926185049:USD,Yes,8
4018-XXXX-CASH : CASH CLEARING : GENERAL-XXXX-XXXXX-XXXX-XXXX-XXXX,CASH : CASH CLEARING : GENERAL,Yes,14
4018-XXXX-CASH : PETTY CASH-XXXX-XXXXX-XXXX-XXXX-XXXX,CASH : PETTY CASH,Yes,14
4018-XXXX-DEFERRED INCOME TAXES : PREPAID-XXXX-XXXXX-XXXX-XXXX-XXXX,DEFERRED INCOME TAXES : PREPAID,Yes,14
4018-XXXX-Equity-XXXX-XXXXX-XXXX-XXXX-XXXX,Equity,No,14
4018-XXXX-INCOME TAX PAYABLE : FOREIGN-XXXX-XXXXX-XXXX-XXXX-XXXX,INCOME TAX PAYABLE : FOREIGN,Yes,14
4018-XXXX-INCOME TAX RECEIVABLE : FEDERAL-XXXX-XXXXX-XXXX-XXXX-XXXX,INCOME TAX RECEIVABLE : FEDERAL,Yes,14
4018-XXXX-INTERCOMPANY ACCOUNTS PAYABLE : INVOICING-XXXX-XXXXX-XXXX-XXXX-XXXX,INTERCOMPANY ACCOUNTS PAYABLE : INVOICING,Yes,14
4018-XXXX-INTERCOMPANY ACCOUNTS PAYABLE : LEGACY-XXXX-XXXXX-XXXX-XXXX-XXXX,INTERCOMPANY ACCOUNTS PAYABLE : LEGACY,Yes,8
4018-XXXX-INTERCOMPANY ACCOUNTS PAYABLE-XXXX-XXXXX-XXXX-XXXX-XXXX,INTERCOMPANY ACCOUNTS PAYABLE,Yes,14
4018-XXXX-INTERCOMPANY ACCOUNTS RECEIVABLE : CLEARING-XXXX-XXXXX-XXXX-XXXX-XXXX,INTERCOMPANY ACCOUNTS RECEIVABLE : CLEARING,Yes,14
4018-XXXX-INTERCOMPANY ACCOUNTS RECEIVABLE : INTERCOMPANY BILLINGS : SUSPENSE-XXXX-XXXXX-XXXX-XXXX-XXXX,INTERCOMPANY ACCOUNTS RECEIVABLE : INTERCOMPANY BILLINGS : SUSPENSE,Yes,14
4018-XXXX-INTERCOMPANY ACCOUNTS RECEIVABLE : INTRACO:A/R A/P-XXXX-XXXXX-XXXX-XXXX-XXXX,INTERCOMPANY ACCOUNTS RECEIVABLE : INTRACO:A/R A/P,Yes,14
4018-XXXX-INTERCOMPANY ACCOUNTS RECEIVABLE : INVOICING-XXXX-XXXXX-XXXX-XXXX-XXXX,INTERCOMPANY ACCOUNTS RECEIVABLE : INVOICING,Yes,14
4018-XXXX-INTERCOMPANY ACCOUNTS RECEIVABLE : LEGACY-XXXX-XXXXX-XXXX-XXXX-XXXX,INTERCOMPANY ACCOUNTS RECEIVABLE : LEGACY,Yes,8
4018-XXXX-INTERCOMPANY ACCOUNTS RECEIVABLE-XXXX-XXXXX-XXXX-XXXX-XXXX,INTERCOMPANY ACCOUNTS RECEIVABLE,Yes,14
4018-XXXX-INVENTORY : ADJUSTMENTS-XXXX-XXXXX-XXXX-XXXX-XXXX,INVENTORY : ADJUSTMENTS,Yes,14
4018-XXXX-INVENTORY : DIRECT SHIP FINISHED GOODS-XXXX-XXXXX-XXXX-XXXX-XXXX,INVENTORY : DIRECT SHIP FINISHED GOODS,No,8
4018-XXXX-INVENTORY : INTRANSIT CUT CHARGES-XXXX-XXXXX-XXXX-XXXX-XXXX,INVENTORY : INTRANSIT CUT CHARGES,Yes,14
4018-XXXX-INVENTORY : INTRANSIT FREIGHT-XXXX-XXXXX-XXXX-XXXX-XXXX,INVENTORY : INTRANSIT FREIGHT,Yes,14
4018-XXXX-INVENTORY : INTRANSIT LINE CHARGES-XXXX-XXXXX-XXXX-XXXX-XXXX,INVENTORY : INTRANSIT LINE CHARGES,Yes,14
4018-XXXX-INVENTORY : INTRANSIT MARKUP-XXXX-XXXXX-XXXX-XXXX-XXXX,INVENTORY : INTRANSIT MARKUP,Yes,14
4018-XXXX-INVENTORY : INTRANSIT OTHER-XXXX-XXXXX-XXXX-XXXX-XXXX,INVENTORY : INTRANSIT OTHER,Yes,14
4018-XXXX-INVENTORY : INTRANSIT STOCK FINISHED GOODS OFF SYSTEM-XXXX-XXXXX-XXXX-XXXX-XXXX,INVENTORY : INTRANSIT STOCK FINISHED GOODS OFF SYSTEM,Yes,14
4018-XXXX-INVENTORY : INTRANSIT STOCK FINISHED GOODS-XXXX-XXXXX-XXXX-XXXX-XXXX,INVENTORY : INTRANSIT STOCK FINISHED GOODS,Yes,14
4018-XXXX-INVENTORY : INTRANSIT TAX-XXXX-XXXXX-XXXX-XXXX-XXXX,INVENTORY : INTRANSIT TAX,Yes,14
4018-XXXX-INVENTORY : INTRANSIT UNVOUCHERED-XXXX-XXXXX-XXXX-XXXX-XXXX,INVENTORY : INTRANSIT UNVOUCHERED,Yes,14
4018-XXXX-INVENTORY : KAVA-XXXX-XXXXX-XXXX-XXXX-XXXX,INVENTORY : KAVA,Yes,14
4018-XXXX-INVENTORY : RETURNED FINISHED GOODS-XXXX-XXXXX-XXXX-XXXX-XXXX,INVENTORY : RETURNED FINISHED GOODS,Yes,14
4018-XXXX-INVENTORY : SEGMENT ALLOCATION-XXXX-XXXXX-XXXX-XXXX-XXXX,INVENTORY : SEGMENT ALLOCATION,Yes,14
4018-XXXX-INVENTORY : STOCK FINISHED GOODS-XXXX-XXXXX-XXXX-XXXX-XXXX,INVENTORY : STOCK FINISHED GOODS,No,8
4018-XXXX-OTHER ACCOUNTS RECEIVABLE : MISC OPERATING RECEIVABLES-XXXX-XXXXX-XXXX-XXXX-XXXX,OTHER ACCOUNTS RECEIVABLE : MISC OPERATING RECEIVABLES,Yes,14
4018-XXXX-OTHER ACCOUNTS RECEIVABLE : MISC OTHER RECEIVABLES : ARC-XXXX-XXXXX-XXXX-XXXX-XXXX,OTHER ACCOUNTS RECEIVABLE : MISC OTHER RECEIVABLES : ARC,Yes,14
4018-XXXX-OTHER ACCOUNTS RECEIVABLE : OTHER-XXXX-XXXXX-XXXX-XXXX-XXXX,OTHER ACCOUNTS RECEIVABLE : OTHER,Yes,14
4018-XXXX-OTHER ACCOUNTS RECEIVABLE : RTV RECEIVABLES-XXXX-XXXXX-XXXX-XXXX-XXXX,OTHER ACCOUNTS RECEIVABLE : RTV RECEIVABLES,Yes,14
4018-XXXX-OTHER ACCOUNTS RECEIVABLE : SUPPLIER PRICE AGREEMENT-XXXX-XXXXX-XXXX-XXXX-XXXX,OTHER ACCOUNTS RECEIVABLE : SUPPLIER PRICE AGREEMENT,Yes,14
4018-XXXX-OTHER CURRENT LIABILITIES : CASH CLEARING-XXXX-XXXXX-XXXX-XXXX-XXXX,OTHER CURRENT LIABILITIES : CASH CLEARING,Yes,14
4018-XXXX-OTHER CURRENT LIABILITIES : COMPUTER SUPPLIES-XXXX-XXXXX-XXXX-XXXX-XXXX,OTHER CURRENT LIABILITIES : COMPUTER SUPPLIES,Yes,14
4018-XXXX-OTHER CURRENT LIABILITIES : DILAPIDATION-XXXX-XXXXX-XXXX-XXXX-XXXX,OTHER CURRENT LIABILITIES : DILAPIDATION,Yes,14
4018-XXXX-OTHER CURRENT LIABILITIES : FREIGHT : SEGMENT ALLOCATION-XXXX-XXXXX-XXXX-XXXX-XXXX,OTHER CURRENT LIABILITIES : FREIGHT : SEGMENT ALLOCATION,Yes,14
4018-XXXX-OTHER CURRENT LIABILITIES : GENERAL LIABILITY INSURANCE-XXXX-XXXXX-XXXX-XXXX-XXXX,OTHER CURRENT LIABILITIES : GENERAL LIABILITY INSURANCE,Yes,14
4018-XXXX-OTHER CURRENT LIABILITIES : IC ACCRUAL OFFSET-XXXX-XXXXX-XXXX-XXXX-XXXX,OTHER CURRENT LIABILITIES : IC ACCRUAL OFFSET,Yes,14
4018-XXXX-OTHER CURRENT LIABILITIES : LEGACY SYSTEM BALANCING-XXXX-XXXXX-XXXX-XXXX-XXXX,OTHER CURRENT LIABILITIES : LEGACY SYSTEM BALANCING,Yes,14
4018-XXXX-OTHER CURRENT LIABILITIES : LOCAL SALES/PURCHASE TAX-XXXX-XXXXX-XXXX-XXXX-XXXX,OTHER CURRENT LIABILITIES : LOCAL SALES/PURCHASE TAX,Yes,14
4018-XXXX-OTHER CURRENT LIABILITIES : NON:RE LEASE CLEARING ACCT-XXXX-XXXXX-XXXX-XXXX-XXXX,OTHER CURRENT LIABILITIES : NON:RE LEASE CLEARING ACCT,Yes,14
4018-XXXX-OTHER CURRENT LIABILITIES : OFFICE SUPPLIES-XXXX-XXXXX-XXXX-XXXX-XXXX,OTHER CURRENT LIABILITIES : OFFICE SUPPLIES,Yes,14
4018-XXXX-OTHER CURRENT LIABILITIES : ORACLE ENTERED CURRENCY BALANCING ACCOUNT-XXXX-XXXXX-XXXX-XXXX-XXXX,OTHER CURRENT LIABILITIES : ORACLE ENTERED CURRENCY BALANCING ACCOUNT,Yes,14
4018-XXXX-OTHER CURRENT LIABILITIES : OTHER-XXXX-XXXXX-XXXX-XXXX-XXXX,OTHER CURRENT LIABILITIES : OTHER,Yes,14
4018-XXXX-OTHER CURRENT LIABILITIES : PHONE AND COMMUNICATION-XXXX-XXXXX-XXXX-XXXX-XXXX,OTHER CURRENT LIABILITIES : PHONE AND COMMUNICATION,Yes,14
4018-XXXX-OTHER CURRENT LIABILITIES : PROFESSIONAL AND LEGAL FEES-XXXX-XXXXX-XXXX-XXXX-XXXX,OTHER CURRENT LIABILITIES : PROFESSIONAL AND LEGAL FEES,Yes,14
4018-XXXX-OTHER CURRENT LIABILITIES : PROFESSIONAL FEES : OTHER-XXXX-XXXXX-XXXX-XXXX-XXXX,OTHER CURRENT LIABILITIES : PROFESSIONAL FEES : OTHER,Yes,14
