Account ID,AC,Active?,Preparer Duration
1047-XXXX-OTHER CURRENT LIABILITIES : THIRD PARTY INTEREST-XXXX-XXXXX-XXXX-XXXX-XXXX,OTHER CURRENT LIABILITIES : THIRD PARTY INTEREST,Yes,14
1047-XXXX-OTHER CURRENT LIABILITIES : USE TAX-XXXX-XXXXX-XXXX-XXXX-XXXX,OTHER CURRENT LIABILITIES : USE TAX,Yes,14
1047-XXXX-OTHER NONCURRENT ASSETS : ANIXTER RECIEVABLES CORP.-XXXX-XXXXX-XXXX-XXXX-XXXX,OTHER NONCURRENT ASSETS : ANIXTER RECIEVABLES CORP.,Yes,14
1047-XXXX-SHORT TERM DEBT : OTHER-XXXX-XXXXX-XXXX-XXXX-XXXX,SHORT TERM DEBT : OTHER,No,14
1048-4120-117122-ALL-ALL-ALL-ALL-ALL,117122,Yes,14
1048-XXXX-Equity-XXXX-XXXXX-XXXX-XXXX-XXXX,Equity,No,14
1048-XXXX-INTERCOMPANY ACCOUNTS PAYABLE : INVOICING-XXXX-XXXXX-XXXX-XXXX-XXXX,INTERCOMPANY ACCOUNTS PAYABLE : INVOICING,Yes,14
1048-XXXX-INTERCOMPANY ACCOUNTS PAYABLE : LEGACY-XXXX-XXXXX-XXXX-XXXX-XXXX,INTERCOMPANY ACCOUNTS PAYABLE : LEGACY,Yes,8
1048-XXXX-INTERCOMPANY ACCOUNTS PAYABLE-XXXX-XXXXX-XXXX-XXXX-XXXX,INTERCOMPANY ACCOUNTS PAYABLE,Yes,14
1048-XXXX-INTERCOMPANY ACCOUNTS RECEIVABLE : INVOICING-XXXX-XXXXX-XXXX-XXXX-XXXX,INTERCOMPANY ACCOUNTS RECEIVABLE : INVOICING,Yes,14
1048-XXXX-INTERCOMPANY ACCOUNTS RECEIVABLE : LEGACY-XXXX-XXXXX-XXXX-XXXX-XXXX,INTERCOMPANY ACCOUNTS RECEIVABLE : LEGACY,Yes,8
1048-XXXX-OTHER ACCOUNTS RECEIVABLE : INTEREST RECEIVABLE-XXXX-XXXXX-XXXX-XXXX-XXXX,OTHER ACCOUNTS RECEIVABLE : INTEREST RECEIVABLE,Yes,14
1048-XXXX-OTHER CURRENT LIABILITIES : INTERCOMPANY SALES TAX RS ELECTRONICS-XXXX-XXXXX-XXXX-XXXX-XXXX,OTHER CURRENT LIABILITIES : INTERCOMPANY SALES TAX RS ELECTRONICS,Yes,14
1048-XXXX-OTHER CURRENT LIABILITIES : OTHER-XXXX-XXXXX-XXXX-XXXX-XXXX,OTHER CURRENT LIABILITIES : OTHER,Yes,14
1048-XXXX-OTHER CURRENT LIABILITIES : USE TAX-XXXX-XXXXX-XXXX-XXXX-XXXX,OTHER CURRENT LIABILITIES : USE TAX,Yes,14
1049-XXXX-Equity-XXXX-XXXXX-XXXX-XXXX-XXXX,Equity,No,14
1049-XXXX-INTERCOMPANY ACCOUNTS PAYABLE : INVOICING-XXXX-XXXXX-XXXX-XXXX-XXXX,INTERCOMPANY ACCOUNTS PAYABLE : INVOICING,Yes,14
1049-XXXX-INTERCOMPANY ACCOUNTS PAYABLE : LEGACY-XXXX-XXXXX-XXXX-XXXX-XXXX,INTERCOMPANY ACCOUNTS PAYABLE : LEGACY,Yes,8
1049-XXXX-INTERCOMPANY ACCOUNTS RECEIVABLE : INVOICING-XXXX-XXXXX-XXXX-XXXX-XXXX,INTERCOMPANY ACCOUNTS RECEIVABLE : INVOICING,Yes,14
1049-XXXX-INTERCOMPANY ACCOUNTS RECEIVABLE : LEGACY-XXXX-XXXXX-XXXX-XXXX-XXXX,INTERCOMPANY ACCOUNTS RECEIVABLE : LEGACY,Yes,8
1049-XXXX-INVESTMENT IN SUBSIDIARY-XXXX-XXXXX-XXXX-XXXX-XXXX,INVESTMENT IN SUBSIDIARY,No,14
1049-XXXX-OTHER ACCOUNTS RECEIVABLE : INTEREST RECEIVABLE-XXXX-XXXXX-XXXX-XXXX-XXXX,OTHER ACCOUNTS RECEIVABLE : INTEREST RECEIVABLE,Yes,14
1049-XXXX-OTHER CURRENT LIABILITIES : OTHER-XXXX-XXXXX-XXXX-XXXX-XXXX,OTHER CURRENT LIABILITIES : OTHER,Yes,14
1049-XXXX-OTHER CURRENT LIABILITIES : USE TAX-XXXX-XXXXX-XXXX-XXXX-XXXX,OTHER CURRENT LIABILITIES : USE TAX,Yes,14
1050-XXXX-Equity-XXXX-XXXXX-XXXX-XXXX-XXXX,Equity,Yes,14
1050-XXXX-INTERCOMPANY ACCOUNTS PAYABLE : INVOICING-XXXX-XXXXX-XXXX-XXXX-XXXX,INTERCOMPANY ACCOUNTS PAYABLE : INVOICING,Yes,14
1050-XXXX-INTERCOMPANY ACCOUNTS PAYABLE : LEGACY-XXXX-XXXXX-XXXX-XXXX-XXXX,INTERCOMPANY ACCOUNTS PAYABLE : LEGACY,Yes,8
1050-XXXX-INTERCOMPANY ACCOUNTS RECEIVABLE : INTERCO INTEREST RECEIVABLE-XXXX-XXXXX-XXXX-XXXX-XXXX,INTERCOMPANY ACCOUNTS RECEIVABLE : INTERCO INTEREST RECEIVABLE,Yes,14
1050-XXXX-INTERCOMPANY ACCOUNTS RECEIVABLE : INTERCOMPANY LOAN INTEREST-XXXX-XXXXX-XXXX-XXXX-XXXX,INTERCOMPANY ACCOUNTS RECEIVABLE : INTERCOMPANY LOAN INTEREST,Yes,14
1050-XXXX-INTERCOMPANY ACCOUNTS RECEIVABLE : INTRACO:A/R A/P-XXXX-XXXXX-XXXX-XXXX-XXXX,INTERCOMPANY ACCOUNTS RECEIVABLE : INTRACO:A/R A/P,Yes,14
1050-XXXX-INTERCOMPANY ACCOUNTS RECEIVABLE : INVOICING-XXXX-XXXXX-XXXX-XXXX-XXXX,INTERCOMPANY ACCOUNTS RECEIVABLE : INVOICING,Yes,14
1050-XXXX-INTERCOMPANY ACCOUNTS RECEIVABLE : LEGACY-XXXX-XXXXX-XXXX-XXXX-XXXX,INTERCOMPANY ACCOUNTS RECEIVABLE : LEGACY,Yes,8
1050-XXXX-INVENTORY : INTRANSIT UNVOUCHERED-XXXX-XXXXX-XXXX-XXXX-XXXX,INVENTORY : INTRANSIT UNVOUCHERED,Yes,14
1050-XXXX-OTHER ACCOUNTS RECEIVABLE : INTEREST RECEIVABLE-XXXX-XXXXX-XXXX-XXXX-XXXX,OTHER ACCOUNTS RECEIVABLE : INTEREST RECEIVABLE,Yes,14
1050-XXXX-OTHER CURRENT LIABILITIES : DISCONTINUED ACCOUNTS-XXXX-XXXXX-XXXX-XXXX-XXXX,OTHER CURRENT LIABILITIES : DISCONTINUED ACCOUNTS,Yes,14
1050-XXXX-OTHER CURRENT LIABILITIES : INTERCOMPANY SALES TAX RS ELECTRONICS-XXXX-XXXXX-XXXX-XXXX-XXXX,OTHER CURRENT LIABILITIES : INTERCOMPANY SALES TAX RS ELECTRONICS,Yes,14
1050-XXXX-OTHER CURRENT LIABILITIES : OTHER-XXXX-XXXXX-XXXX-XXXX-XXXX,OTHER CURRENT LIABILITIES : OTHER,Yes,14
1050-XXXX-OTHER CURRENT LIABILITIES : USE TAX-XXXX-XXXXX-XXXX-XXXX-XXXX,OTHER CURRENT LIABILITIES : USE TAX,Yes,14
1051-XXXX-CASH : CASH CLEARING : GENERAL-XXXX-XXXXX-XXXX-XXXX-XXXX,CASH : CASH CLEARING : GENERAL,Yes,14
1051-XXXX-INTERCOMPANY ACCOUNTS PAYABLE : INVOICING-XXXX-XXXXX-XXXX-XXXX-XXXX,INTERCOMPANY ACCOUNTS PAYABLE : INVOICING,Yes,14
1051-XXXX-INTERCOMPANY ACCOUNTS PAYABLE : LEGACY-XXXX-XXXXX-XXXX-XXXX-XXXX,INTERCOMPANY ACCOUNTS PAYABLE : LEGACY,Yes,8
1051-XXXX-INTERCOMPANY ACCOUNTS RECEIVABLE : INVOICING-XXXX-XXXXX-XXXX-XXXX-XXXX,INTERCOMPANY ACCOUNTS RECEIVABLE : INVOICING,Yes,14
1051-XXXX-INTERCOMPANY ACCOUNTS RECEIVABLE : LEGACY-XXXX-XXXXX-XXXX-XXXX-XXXX,INTERCOMPANY ACCOUNTS RECEIVABLE : LEGACY,Yes,8
1051-XXXX-OTHER ACCOUNTS RECEIVABLE : INTEREST RECEIVABLE-XXXX-XXXXX-XXXX-XXXX-XXXX,OTHER ACCOUNTS RECEIVABLE : INTEREST RECEIVABLE,Yes,14
1051-XXXX-OTHER CURRENT LIABILITIES : INTERCOMPANY SALES TAX RS ELECTRONICS-XXXX-XXXXX-XXXX-XXXX-XXXX,OTHER CURRENT LIABILITIES : INTERCOMPANY SALES TAX RS ELECTRONICS,Yes,14
1051-XXXX-OTHER CURRENT LIABILITIES : OTHER-XXXX-XXXXX-XXXX-XXXX-XXXX,OTHER CURRENT LIABILITIES : OTHER,Yes,14
1051-XXXX-OTHER CURRENT LIABILITIES : USE TAX-XXXX-XXXXX-XXXX-XXXX-XXXX,OTHER CURRENT LIABILITIES : USE TAX,Yes,14
1052-1100-ALLOWANCE FOR DOUBTFUL ACCOUNTS : TRADE-XXXX-XXXXX-XXXX-XXXX-XXXX,ALLOWANCE FOR DOUBTFUL ACCOUNTS : TRADE,Yes,14
1052-1100-OTHER ACCOUNTS RECEIVABLE : SUPPLIER VOLUME REBATES-XXXX-XXXXX-XXXX-XXXX-XXXX,OTHER ACCOUNTS RECEIVABLE : SUPPLIER VOLUME REBATES,Yes,14
1052-1112-213004-ALL-ALL-ALL-ALL-ALL,213004,Yes,14
1052-4120-117122-ALL-ALL-ALL-ALL-ALL,117122,Yes,14
1052-XXXX-ACCOUNTS PAYABLE : OFFSETS-XXXX-XXXXX-XXXX-XXXX-XXXX,ACCOUNTS PAYABLE : OFFSETS,Yes,14
1052-XXXX-ACCOUNTS PAYABLE : SUPPLIES AND FIXED ASSET-XXXX-XXXXX-XXXX-XXXX-XXXX,ACCOUNTS PAYABLE : SUPPLIES AND FIXED ASSET,Yes,14
1052-XXXX-ACCOUNTS PAYABLE : TRADE-XXXX-XXXXX-XXXX-XXXX-XXXX,ACCOUNTS PAYABLE : TRADE,Yes,8
1052-XXXX-ACCOUNTS PAYABLE : UNAPPLIED VENDOR CREDITS-XXXX-XXXXX-XXXX-XXXX-XXXX,ACCOUNTS PAYABLE : UNAPPLIED VENDOR CREDITS,Yes,14
1052-XXXX-ACCOUNTS PAYABLE : UNVOUCHERED FREIGHT/BROKERAGE-XXXX-XXXXX-XXXX-XXXX-XXXX,ACCOUNTS PAYABLE : UNVOUCHERED FREIGHT/BROKERAGE,Yes,14
1052-XXXX-ACCOUNTS PAYABLE : UNVOUCHERED TRADE MATERIALS-XXXX-XXXXX-XXXX-XXXX-XXXX,ACCOUNTS PAYABLE : UNVOUCHERED TRADE MATERIALS,Yes,14
1052-XXXX-ACCOUNTS RECEIVABLE : TRADE-XXXX-XXXXX-XXXX-XXXX-XXXX,ACCOUNTS RECEIVABLE : TRADE,Yes,8
1052-XXXX-ACCOUNTS RECEIVABLE : UNAPPLIED CASH-XXXX-XXXXX-XXXX-XXXX-XXXX,ACCOUNTS RECEIVABLE : UNAPPLIED CASH,Yes,14
1052-XXXX-ACCRUED PAYROLL & BENEFITS : OTHER-XXXX-XXXXX-XXXX-XXXX-XXXX,ACCRUED PAYROLL & BENEFITS : OTHER,Yes,14
1052-XXXX-ACCRUED PAYROLL & BENEFITS : TRAVEL AND ENTERTAINMENT-XXXX-XXXXX-XXXX-XXXX-XXXX,ACCRUED PAYROLL & BENEFITS : TRAVEL AND ENTERTAINMENT,Yes,14
1052-XXXX-ACCRUED PAYROLL & BENEFITS : VACATION PAY-XXXX-XXXXX-XXXX-XXXX-XXXX,ACCRUED PAYROLL & BENEFITS : VACATION PAY,Yes,14
1052-XXXX-CASH : CASH CLEARING : GENERAL-XXXX-XXXXX-XXXX-XXXX-XXXX,CASH : CASH CLEARING : GENERAL,Yes,14
1052-XXXX-CASH : PETTY CASH-XXXX-XXXXX-XXXX-XXXX-XXXX,CASH : PETTY CASH,Yes,14
1052-XXXX-Equity-XXXX-XXXXX-XXXX-XXXX-XXXX,Equity,Yes,14
1052-XXXX-INTERCOMPANY ACCOUNTS PAYABLE : INVOICING-XXXX-XXXXX-XXXX-XXXX-XXXX,INTERCOMPANY ACCOUNTS PAYABLE : INVOICING,Yes,14
1052-XXXX-INTERCOMPANY ACCOUNTS PAYABLE : LEGACY-XXXX-XXXXX-XXXX-XXXX-XXXX,INTERCOMPANY ACCOUNTS PAYABLE : LEGACY,Yes,8
1052-XXXX-INTERCOMPANY ACCOUNTS PAYABLE-XXXX-XXXXX-XXXX-XXXX-XXXX,INTERCOMPANY ACCOUNTS PAYABLE,Yes,14
1052-XXXX-INTERCOMPANY ACCOUNTS RECEIVABLE : INTERCOMPANY LOAN INTEREST-XXXX-XXXXX-XXXX-XXXX-XXXX,INTERCOMPANY ACCOUNTS RECEIVABLE : INTERCOMPANY LOAN INTEREST,Yes,14
1052-XXXX-INTERCOMPANY ACCOUNTS RECEIVABLE : INTRACO:A/R A/P-XXXX-XXXXX-XXXX-XXXX-XXXX,INTERCOMPANY ACCOUNTS RECEIVABLE : INTRACO:A/R A/P,Yes,14
1052-XXXX-INTERCOMPANY ACCOUNTS RECEIVABLE : INVOICING-XXXX-XXXXX-XXXX-XXXX-XXXX,INTERCOMPANY ACCOUNTS RECEIVABLE : INVOICING,Yes,14
1052-XXXX-INTERCOMPANY ACCOUNTS RECEIVABLE : LEGACY-XXXX-XXXXX-XXXX-XXXX-XXXX,INTERCOMPANY ACCOUNTS RECEIVABLE : LEGACY,Yes,8
1052-XXXX-INTERCOMPANY ACCOUNTS RECEIVABLE-XXXX-XXXXX-XXXX-XXXX-XXXX,INTERCOMPANY ACCOUNTS RECEIVABLE,Yes,14
1052-XXXX-INVENTORY : INTRANSIT LINE CHARGES-XXXX-XXXXX-XXXX-XXXX-XXXX,INVENTORY : INTRANSIT LINE CHARGES,Yes,14
1052-XXXX-INVENTORY : INTRANSIT STOCK FINISHED GOODS-XXXX-XXXXX-XXXX-XXXX-XXXX,INVENTORY : INTRANSIT STOCK FINISHED GOODS,Yes,14
1052-XXXX-INVENTORY : INTRANSIT UNVOUCHERED-XXXX-XXXXX-XXXX-XXXX-XXXX,INVENTORY : INTRANSIT UNVOUCHERED,Yes,14
1052-XXXX-INVENTORY : STOCK FINISHED GOODS-XXXX-XXXXX-XXXX-XXXX-XXXX,INVENTORY : STOCK FINISHED GOODS,Yes,8
1052-XXXX-INVESTMENT IN SUBSIDIARY-XXXX-XXXXX-XXXX-XXXX-XXXX,INVESTMENT IN SUBSIDIARY,No,14
1052-XXXX-NONCURRENT INTERCOMPANY LIABILITIES : NONSUBORDINATED LOAN-XXXX-XXXXX-XXXX-XXXX-XXXX,NONCURRENT INTERCOMPANY LIABILITIES : NONSUBORDINATED LOAN,Yes,14
1052-XXXX-NONCURRENT INTERCOMPANY RECEIVABLE : LONG TERM NONSUBORDINATED LOAN-XXXX-XXXXX-XXXX-XXXX-XXXX,NONCURRENT INTERCOMPANY RECEIVABLE : LONG TERM NONSUBORDINATED LOAN,Yes,14
1052-XXXX-OTHER ACCOUNTS RECEIVABLE : INTEREST RECEIVABLE-XXXX-XXXXX-XXXX-XXXX-XXXX,OTHER ACCOUNTS RECEIVABLE : INTEREST RECEIVABLE,Yes,14
1052-XXXX-OTHER ACCOUNTS RECEIVABLE : SUPPLIER PRICE AGREEMENT-XXXX-XXXXX-XXXX-XXXX-XXXX,OTHER ACCOUNTS RECEIVABLE : SUPPLIER PRICE AGREEMENT,Yes,14
1052-XXXX-OTHER CURRENT LIABILITIES : COLLECTION AND RECOVERY-XXXX-XXXXX-XXXX-XXXX-XXXX,OTHER CURRENT LIABILITIES : COLLECTION AND RECOVERY,Yes,14
1052-XXXX-OTHER CURRENT LIABILITIES : FREIGHT : SEGMENT ALLOCATION-XXXX-XXXXX-XXXX-XXXX-XXXX,OTHER CURRENT LIABILITIES : FREIGHT : SEGMENT ALLOCATION,Yes,14
1052-XXXX-OTHER CURRENT LIABILITIES : INTERCOMPANY SALES TAX RS ELECTRONICS-XXXX-XXXXX-XXXX-XXXX-XXXX,OTHER CURRENT LIABILITIES : INTERCOMPANY SALES TAX RS ELECTRONICS,Yes,14
1052-XXXX-OTHER CURRENT LIABILITIES : ORACLE ENTERED CURRENCY BALANCING ACCOUNT-XXXX-XXXXX-XXXX-XXXX-XXXX,OTHER CURRENT LIABILITIES : ORACLE ENTERED CURRENCY BALANCING ACCOUNT,Yes,14
1052-XXXX-OTHER CURRENT LIABILITIES : OTHER-XXXX-XXXXX-XXXX-XXXX-XXXX,OTHER CURRENT LIABILITIES : OTHER,Yes,14
1052-XXXX-OTHER CURRENT LIABILITIES : PROFESSIONAL AND LEGAL FEES-XXXX-XXXXX-XXXX-XXXX-XXXX,OTHER CURRENT LIABILITIES : PROFESSIONAL AND LEGAL FEES,Yes,14
1052-XXXX-OTHER CURRENT LIABILITIES : SALES TAX : ORACLE CLOUD-XXXX-XXXXX-XXXX-XXXX-XXXX,OTHER CURRENT LIABILITIES : SALES TAX : ORACLE CLOUD,Yes,14
1052-XXXX-OTHER CURRENT LIABILITIES : SALES TAX-XXXX-XXXXX-XXXX-XXXX-XXXX,OTHER CURRENT LIABILITIES : SALES TAX,Yes,14
1052-XXXX-OTHER CURRENT LIABILITIES : USE TAX-XXXX-XXXXX-XXXX-XXXX-XXXX,OTHER CURRENT LIABILITIES : USE TAX,Yes,14
1052-XXXX-PREPAID ASSETS : EMPLOYEE PAYROLL-XXXX-XXXXX-XXXX-XXXX-XXXX,PREPAID ASSETS : EMPLOYEE PAYROLL,Yes,14
1053-XXXX-CASH : PETTY CASH-XXXX-XXXXX-XXXX-XXXX-XXXX,CASH : PETTY CASH,Yes,14
1053-XXXX-Equity-XXXX-XXXXX-XXXX-XXXX-XXXX,Equity,No,14
1053-XXXX-INTERCOMPANY ACCOUNTS PAYABLE : INVOICING-XXXX-XXXXX-XXXX-XXXX-XXXX,INTERCOMPANY ACCOUNTS PAYABLE : INVOICING,Yes,14
1053-XXXX-INTERCOMPANY ACCOUNTS PAYABLE : LEGACY-XXXX-XXXXX-XXXX-XXXX-XXXX,INTERCOMPANY ACCOUNTS PAYABLE : LEGACY,Yes,8
1053-XXXX-INTERCOMPANY ACCOUNTS RECEIVABLE : INVOICING-XXXX-XXXXX-XXXX-XXXX-XXXX,INTERCOMPANY ACCOUNTS RECEIVABLE : INVOICING,Yes,14
1053-XXXX-INTERCOMPANY ACCOUNTS RECEIVABLE : LEGACY-XXXX-XXXXX-XXXX-XXXX-XXXX,INTERCOMPANY ACCOUNTS RECEIVABLE : LEGACY,Yes,8
1053-XXXX-INVESTMENT IN SUBSIDIARY-XXXX-XXXXX-XXXX-XXXX-XXXX,INVESTMENT IN SUBSIDIARY,No,14
1053-XXXX-OTHER ACCOUNTS RECEIVABLE : INTEREST RECEIVABLE-XXXX-XXXXX-XXXX-XXXX-XXXX,OTHER ACCOUNTS RECEIVABLE : INTEREST RECEIVABLE,Yes,14
1053-XXXX-OTHER CURRENT LIABILITIES : INTERCOMPANY SALES TAX RS ELECTRONICS-XXXX-XXXXX-XXXX-XXXX-XXXX,OTHER CURRENT LIABILITIES : INTERCOMPANY SALES TAX RS ELECTRONICS,Yes,14
1053-XXXX-OTHER CURRENT LIABILITIES : OTHER-XXXX-XXXXX-XXXX-XXXX-XXXX,OTHER CURRENT LIABILITIES : OTHER,Yes,14
1053-XXXX-OTHER CURRENT LIABILITIES : USE TAX-XXXX-XXXXX-XXXX-XXXX-XXXX,OTHER CURRENT LIABILITIES : USE TAX,Yes,14
10XX-3XXX-ACCOUNTS PAYABLE : GENERAL EXPENSES-XXXX-XXXXX-XXXX-XXXX-XXXX,ACCOUNTS PAYABLE : GENERAL EXPENSES,Yes,14
10XX-3XXX-ACCOUNTS PAYABLE : OFFSYSTEM-XXXX-XXXXX-XXXX-XXXX-XXXX,ACCOUNTS PAYABLE : OFFSYSTEM,Yes,14
10XX-3XXX-ACCOUNTS PAYABLE : SUPPLIES AND FIXED ASSET-XXXX-XXXXX-XXXX-XXXX-XXXX,ACCOUNTS PAYABLE : SUPPLIES AND FIXED ASSET,Yes,14
10XX-3XXX-ACCOUNTS RECEIVABLE : AR BILLING : PROCESS ACCRUALS-XXXX-XXXXX-XXXX-XXXX-XXXX,ACCOUNTS RECEIVABLE : AR BILLING : PROCESS ACCRUALS,Yes,14
10XX-3XXX-ACCOUNTS RECEIVABLE : TRADE AR OFFSYSTEM-XXXX-XXXXX-XXXX-XXXX-XXXX,ACCOUNTS RECEIVABLE : TRADE AR OFFSYSTEM,Yes,14
10XX-3XXX-ACCRUED PAYROLL & BENEFITS : MANAGEMENT INCENTIVE EVEN YEAR-XXXX-XXXXX-XXXX-XXXX-XXXX,ACCRUED PAYROLL & BENEFITS : MANAGEMENT INCENTIVE EVEN YEAR,Yes,14
10XX-3XXX-ACCRUED PAYROLL & BENEFITS : MANAGEMENT INCENTIVE ODD YEAR-XXXX-XXXXX-XXXX-XXXX-XXXX,ACCRUED PAYROLL & BENEFITS : MANAGEMENT INCENTIVE ODD YEAR,Yes,14
10XX-3XXX-ACCRUED PAYROLL & BENEFITS : MANAGEMENT INCENTIVE PAYROLL TAXES-XXXX-XXXXX-XXXX-XXXX-XXXX,ACCRUED PAYROLL & BENEFITS : MANAGEMENT INCENTIVE PAYROLL TAXES,Yes,14
10XX-3XXX-ACCRUED PAYROLL & BENEFITS : OUTSIDE SALES COMMISSIONS-XXXX-XXXXX-XXXX-XXXX-XXXX,ACCRUED PAYROLL & BENEFITS : OUTSIDE SALES COMMISSIONS,Yes,14
10XX-3XXX-ACCRUED PAYROLL & BENEFITS : SEVERANCE-XXXX-XXXXX-XXXX-XXXX-XXXX,ACCRUED PAYROLL & BENEFITS : SEVERANCE,Yes,14
10XX-3XXX-ACCRUED PAYROLL & BENEFITS : SPECIAL PLAN-XXXX-XXXXX-XXXX-XXXX-XXXX,ACCRUED PAYROLL & BENEFITS : SPECIAL PLAN,Yes,14
10XX-3XXX-ACCRUED PAYROLL & BENEFITS : TRAVEL AND ENTERTAINMENT-XXXX-XXXXX-XXXX-XXXX-XXXX,ACCRUED PAYROLL & BENEFITS : TRAVEL AND ENTERTAINMENT,Yes,14
10XX-3XXX-INVENTORY : STOCK FINISHED GOODS OFF SYSTEM-XXXX-XXXXX-XXXX-XXXX-XXXX,INVENTORY : STOCK FINISHED GOODS OFF SYSTEM,Yes,14
10XX-3XXX-INVENTORY RESERVE : AGED INVENTORY AXE-XXXX-XXXXX-XXXX-XXXX-XXXX,INVENTORY RESERVE : AGED INVENTORY AXE,Yes,14
10XX-3XXX-OTHER CURRENT LIABILITIES : ACCRUED PROPERTY TAXES-XXXX-XXXXX-XXXX-XXXX-XXXX,OTHER CURRENT LIABILITIES : ACCRUED PROPERTY TAXES,Yes,14
10XX-3XXX-OTHER CURRENT LIABILITIES : ACCRUED REAL PROPERTY-XXXX-XXXXX-XXXX-XXXX-XXXX,OTHER CURRENT LIABILITIES : ACCRUED REAL PROPERTY,Yes,14
10XX-3XXX-OTHER CURRENT LIABILITIES : CUSTOMER VOLUME REBATES-XXXX-XXXXX-XXXX-XXXX-XXXX,OTHER CURRENT LIABILITIES : CUSTOMER VOLUME REBATES,Yes,14
10XX-3XXX-OTHER CURRENT LIABILITIES : DILAPIDATION-XXXX-XXXXX-XXXX-XXXX-XXXX,OTHER CURRENT LIABILITIES : DILAPIDATION,Yes,14
10XX-3XXX-OTHER CURRENT LIABILITIES : LEGAL CLAIMS-XXXX-XXXXX-XXXX-XXXX-XXXX,OTHER CURRENT LIABILITIES : LEGAL CLAIMS,Yes,14
10XX-3XXX-OTHER CURRENT LIABILITIES : REPAIRS AND MAINTENANCE-XXXX-XXXXX-XXXX-XXXX-XXXX,OTHER CURRENT LIABILITIES : REPAIRS AND MAINTENANCE,Yes,14
10XX-3XXX-OTHER CURRENT LIABILITIES : UTILITIES AND FUEL-XXXX-XXXXX-XXXX-XXXX-XXXX,OTHER CURRENT LIABILITIES : UTILITIES AND FUEL,Yes,14
10XX-3XXX-OTHER CURRENT LIABILITIES : WAREHOUSE SUPPLIES-XXXX-XXXXX-XXXX-XXXX-XXXX,OTHER CURRENT LIABILITIES : WAREHOUSE SUPPLIES,Yes,14
10XX-3XXX-OTHER NONCURRENT ASSETS : GENERAL DEPOSITS-XXXX-XXXXX-XXXX-XXXX-XXXX,OTHER NONCURRENT ASSETS : GENERAL DEPOSITS,Yes,14
10XX-3XXX-PPE : CONSTRUCTION IN PROGRESS-XXXX-XXXXX-XXXX-XXXX-XXXX,PPE : CONSTRUCTION IN PROGRESS,Yes,8
10XX-3XXX-PREPAID ASSETS : DATA PROCESSING-XXXX-XXXXX-XXXX-XXXX-XXXX,PREPAID ASSETS : DATA PROCESSING,Yes,14
10XX-3XXX-PREPAID ASSETS : INSURANCE-XXXX-XXXXX-XXXX-XXXX-XXXX,PREPAID ASSETS : INSURANCE,Yes,14
10XX-3XXX-PREPAID ASSETS : OTHER-XXXX-XXXXX-XXXX-XXXX-XXXX,PREPAID ASSETS : OTHER,Yes,14
10XX-3XXX-PREPAID ASSETS : UTILITIES SUPPLIES MAINTENANCE-XXXX-XXXXX-XXXX-XXXX-XXXX,PREPAID ASSETS : UTILITIES SUPPLIES MAINTENANCE,Yes,14
10XX-XXXX-ACCOUNTS PAYABLE : VOUCHERS PAYABLE : A/P SYSTEMS-XXXX-XXXXX-XXXX-XXXX-XXXX,ACCOUNTS PAYABLE : VOUCHERS PAYABLE : A/P SYSTEMS,Yes,14
10XX-XXXX-INTERCOMPANY ACCOUNTS RECEIVABLE : ECLIPSE INTRACO:ALLOCATION-XXXX-XXXXX-XXXX-XXXX-XXXX,INTERCOMPANY ACCOUNTS RECEIVABLE : ECLIPSE INTRACO:ALLOCATION,Yes,14
10XX-XXXX-INVENTORY : ACCRUED PURCHASE FINISHED GOODS-XXXX-XXXXX-XXXX-XXXX-XXXX,INVENTORY : ACCRUED PURCHASE FINISHED GOODS,Yes,14
10XX-XXXX-INVENTORY : CAPITALIZED FREIGHT-XXXX-XXXXX-XXXX-XXXX-XXXX,INVENTORY : CAPITALIZED FREIGHT,Yes,14
10XX-XXXX-INVENTORY : INTRANSIT STOCK FINISHED GOODS OFF SYSTEM-XXXX-XXXXX-XXXX-XXXX-XXXX,INVENTORY : INTRANSIT STOCK FINISHED GOODS OFF SYSTEM,Yes,14
10XX-XXXX-INVENTORY : RAW MATERIALS-XXXX-XXXXX-XXXX-XXXX-XXXX,INVENTORY : RAW MATERIALS,Yes,14
10XX-XXXX-OTHER ACCOUNTS RECEIVABLE : OTHER-XXXX-XXXXX-XXXX-XXXX-XXXX,OTHER ACCOUNTS RECEIVABLE : OTHER,Yes,14
10XX-XXXX-OTHER ACCOUNTS RECEIVABLE : REEL DEPOSIT RECEIVABLE-XXXX-XXXXX-XXXX-XXXX-XXXX,OTHER ACCOUNTS RECEIVABLE : REEL DEPOSIT RECEIVABLE,Yes,14
10XX_OFF2-XXXX-INTERCOMPANY ACCOUNTS PAYABLE : LEGACY-XXXX-XXXXX-XXXX-XXXX-XXXX,INTERCOMPANY ACCOUNTS PAYABLE : LEGACY,No,8
10XX_OFF2-XXXX-OTHER CURRENT LIABILITIES : AUTO FLEET LEASES-XXXX-XXXXX-XXXX-XXXX-XXXX,OTHER CURRENT LIABILITIES : AUTO FLEET LEASES,No,8
10XX_OFF2-XXXX-OTHER CURRENT LIABILITIES : OTHER-XXXX-XXXXX-XXXX-XXXX-XXXX,OTHER CURRENT LIABILITIES : OTHER,No,14
